clip_folder,subject,emotion,emotion_id
./casme_processed/sub152/l_2606_2715,152,sadness,5
./casme_processed/sub157/e_153_202,157,sadness,5
./casme_processed/sub16/g_161_174,16,sadness,5
./casme_processed/sub160/h_958_967,160,sadness,5
./casme_processed/sub146/h_1254_1291,146,sadness,5
./casme_processed/sub148/g_2684_2697,148,sadness,5
./casme_processed/sub209/h_1987_2002,209,sadness,5
./casme_processed/sub189/l_625_635,189,sadness,5
./casme_processed/sub202/g_2676_2696,202,sadness,5
./casme_processed/sub144/h_2049_2060,144,sadness,5
./casme_processed/sub210/l_435_451,210,sadness,5
./casme_processed/sub195/h_1150_1164,195,sadness,5
./casme_processed/sub201/g_210_219,201,sadness,5
./casme_processed/sub203/g_187_202,203,sadness,5
./casme_processed/sub152/l_3052_3136,152,sadness,5
./casme_processed/sub142/h_1654_1664,142,sadness,5
./casme_processed/sub216/g_523_537,216,sadness,5
./casme_processed/sub143/g_19_41,143,sadness,5
./casme_processed/sub142/e_1515_1532,142,sadness,5
./casme_processed/sub170/l_83_141,170,sadness,5
./casme_processed/sub146/g_2345_2354,146,sadness,5
./casme_processed/sub182/l_2665_2840,182,sadness,5
./casme_processed/sub144/h_7_16,144,sadness,5
./casme_processed/sub194/g_367_377,194,sadness,5
./casme_processed/sub165/e_51_77,165,sadness,5
./casme_processed/sub12/h_1051_1061,12,sadness,5
./casme_processed/sub149/g_2690_2738,149,sadness,5
./casme_processed/sub8/l_2433_2455,8,sadness,5
./casme_processed/sub144/g_1013_1026,144,sadness,5
./casme_processed/sub202/h_8_70,202,sadness,5
./casme_processed/sub3/l_1536_1548,3,sadness,5
./casme_processed/sub170/l_3542_3666,170,sadness,5
./casme_processed/sub9/e_64_379,9,sadness,5
./casme_processed/sub160/l_1369_1383,160,sadness,5
./casme_processed/sub17/l_3052_3082,17,sadness,5
./casme_processed/sub171/e_2145_2156,171,sadness,5
./casme_processed/sub171/h_3356_3371,171,sadness,5
./casme_processed/sub13/h_1079_1121,13,sadness,5
./casme_processed/sub215/g_1164_1186,215,sadness,5
./casme_processed/sub4/g_5_1175,4,sadness,5
./casme_processed/sub182/l_368_379,182,sadness,5
./casme_processed/sub8/l_2579_2605,8,sadness,5
./casme_processed/sub189/h_127_137,189,sadness,5
./casme_processed/sub160/e_29_46,160,sadness,5
./casme_processed/sub174/g_2374_2386,174,sadness,5
./casme_processed/sub147/l_1039_1068,147,sadness,5
./casme_processed/sub150/h_2239_2249,150,sadness,5
./casme_processed/sub180/j_243_342,180,surprise,2
./casme_processed/sub169/c_1209_1225,169,surprise,2
./casme_processed/sub197/g_178_188,197,surprise,2
./casme_processed/sub215/a_600_620,215,surprise,2
./casme_processed/sub145/e_22_37,145,surprise,2
./casme_processed/sub169/g_1776_1799,169,surprise,2
./casme_processed/sub180/j_1720_1730,180,surprise,2
./casme_processed/sub212/h_1500_1509,212,surprise,2
./casme_processed/sub155/b_531_543,155,surprise,2
./casme_processed/sub181/h_1723_1735,181,surprise,2
./casme_processed/sub39/b_7_501,39,surprise,2
./casme_processed/sub169/j_679_694,169,surprise,2
./casme_processed/sub197/g_783_811,197,surprise,2
./casme_processed/sub6/j_1336_1347,6,surprise,2
./casme_processed/sub160/e_322_332,160,surprise,2
./casme_processed/sub147/k_1267_1284,147,surprise,2
./casme_processed/sub166/h_23_87,166,surprise,2
./casme_processed/sub169/g_400_435,169,surprise,2
./casme_processed/sub190/h_34_53,190,surprise,2
./casme_processed/sub204/a_337_351,204,surprise,2
./casme_processed/sub215/g_171_195,215,surprise,2
./casme_processed/sub213/g_5_24,213,surprise,2
./casme_processed/sub215/k_644_663,215,surprise,2
./casme_processed/sub169/g_727_752,169,surprise,2
./casme_processed/sub169/i_74_85,169,surprise,2
./casme_processed/sub156/g_154_169,156,surprise,2
./casme_processed/sub212/h_1_35,212,surprise,2
./casme_processed/sub212/l_165_175,212,surprise,2
./casme_processed/sub169/g_869_906,169,surprise,2
./casme_processed/sub215/k_2380_2391,215,surprise,2
./casme_processed/sub155/b_361_376,155,surprise,2
./casme_processed/sub212/l_66_96,212,surprise,2
./casme_processed/sub147/k_1849_1862,147,surprise,2
./casme_processed/sub180/j_7_31,180,surprise,2
./casme_processed/sub184/j_643_653,184,surprise,2
./casme_processed/sub166/g_8_161,166,surprise,2
./casme_processed/sub181/j_632_649,181,surprise,2
./casme_processed/sub169/j_564_577,169,surprise,2
./casme_processed/sub147/k_462_472,147,surprise,2
./casme_processed/sub216/h_2189_2199,216,surprise,2
./casme_processed/sub169/g_298_320,169,surprise,2
./casme_processed/sub167/b_30_57,167,surprise,2
./casme_processed/sub41/a_276_286,41,surprise,2
./casme_processed/sub169/g_1437_1458,169,surprise,2
./casme_processed/sub197/a_441_450,197,surprise,2
./casme_processed/sub160/e_372_400,160,surprise,2
./casme_processed/sub169/g_1078_1117,169,surprise,2
./casme_processed/sub147/j_1146_1156,147,surprise,2
./casme_processed/sub166/h_1229_1253,166,surprise,2
./casme_processed/sub179/e_2701_2716,179,surprise,2
./casme_processed/sub148/j_1562_1578,148,surprise,2
./casme_processed/sub77/a_232_245,77,surprise,2
./casme_processed/sub147/k_238_250,147,surprise,2
./casme_processed/sub212/g_1336_1362,212,surprise,2
./casme_processed/sub17/h_171_185,17,surprise,2
./casme_processed/sub217/b_675_701,217,surprise,2
./casme_processed/sub9/j_732_741,9,surprise,2
./casme_processed/sub197/a_661_671,197,surprise,2
./casme_processed/sub180/l_824_845,180,surprise,2
./casme_processed/sub194/l_699_721,194,surprise,2
./casme_processed/sub181/l_3487_3511,181,surprise,2
./casme_processed/sub201/h_27_39,201,surprise,2
./casme_processed/sub77/m_187_196,77,surprise,2
./casme_processed/sub166/g_243_269,166,surprise,2
./casme_processed/sub215/g_1000_1028,215,surprise,2
./casme_processed/sub180/j_734_757,180,surprise,2
./casme_processed/sub197/l_2224_2238,197,surprise,2
./casme_processed/sub190/g_960_1000,190,surprise,2
./casme_processed/sub216/l_1239_1264,216,surprise,2
./casme_processed/sub197/h_2379_2402,197,surprise,2
./casme_processed/sub169/i_15_24,169,surprise,2
./casme_processed/sub41/b_226_239,41,surprise,2
./casme_processed/sub2/m_1775_1787,2,surprise,2
./casme_processed/sub207/k_1595_1604,207,surprise,2
./casme_processed/sub215/k_68_80,215,surprise,2
./casme_processed/sub179/e_185_219,179,surprise,2
./casme_processed/sub169/g_5_21,169,surprise,2
./casme_processed/sub146/b_15_90,146,surprise,2
./casme_processed/sub195/l_711_723,195,surprise,2
./casme_processed/sub169/c_1019_1038,169,surprise,2
./casme_processed/sub146/b_643_674,146,surprise,2
./casme_processed/sub169/c_725_742,169,surprise,2
./casme_processed/sub4/e_27_41,4,surprise,2
./casme_processed/sub215/g_1813_1827,215,surprise,2
./casme_processed/sub39/b_942_953,39,surprise,2
./casme_processed/sub167/j_843_857,167,surprise,2
./casme_processed/sub201/g_444_459,201,surprise,2
./casme_processed/sub215/b_813_866,215,surprise,2
./casme_processed/sub160/e_859_870,160,surprise,2
./casme_processed/sub195/l_1623_1635,195,surprise,2
